Food_ID,Name,C_Type,Veg_Non,Describe,combined_features
2751,Egg Noodle bowl,Chinese,Non-Veg,egg soup carrot ginger tomato butter cumin coriander,Egg Noodle bowl egg soup carrot ginger tomato butter cumin coriander
2752,Chickpeas Curry,Indian,Veg,chickpeas pasta ginger garlic tomato butter cumin olive oil,Chickpeas Curry chickpeas pasta ginger garlic tomato butter cumin olive oil
2753,Mutton Biryani,Chinese,Non-Veg,mutton bread peas garlic ginger soy sauce butter coriander,Mutton Biryani mutton bread peas garlic ginger soy sauce butter coriander
2754,Potato Soup,Chinese,Veg,potato rice spinach peas onion turmeric salt olive oil,Potato Soup potato rice spinach peas onion turmeric salt olive oil
2755,Potato Fried rice,Mexican,Veg,potato salad carrot peas onion turmeric cumin soy sauce,Potato Fried rice potato salad carrot peas onion turmeric cumin soy sauce
2756,Lentils Stir fry,Thai,Veg,lentils noodles garlic spinach carrot butter olive oil coriander,Lentils Stir fry lentils noodles garlic spinach carrot butter olive oil coriander
2757,Mutton Curry,Thai,Non-Veg,mutton noodles tomato garlic peas olive oil pepper butter,Mutton Curry mutton noodles tomato garlic peas olive oil pepper butter
2758,Tofu Curry,Mexican,Veg,tofu noodles onion ginger peas turmeric coriander cumin,Tofu Curry tofu noodles onion ginger peas turmeric coriander cumin
2759,Mutton Noodle bowl,Thai,Non-Veg,mutton salad tomato spinach capsicum olive oil salt cumin,Mutton Noodle bowl mutton salad tomato spinach capsicum olive oil salt cumin
2760,Tofu Noodle bowl,Indian,Veg,tofu noodles capsicum garlic peas chili pepper olive oil,Tofu Noodle bowl tofu noodles capsicum garlic peas chili pepper olive oil
2761,Fish Soup,Indian,Non-Veg,fish pasta capsicum spinach peas soy sauce chili butter,Fish Soup fish pasta capsicum spinach peas soy sauce chili butter
2762,Prawn Biryani,Italian,Non-Veg,prawn salad onion peas ginger pepper soy sauce salt,Prawn Biryani prawn salad onion peas ginger pepper soy sauce salt
2763,Lentils Stir fry,Mexican,Veg,lentils noodles carrot peas spinach butter salt turmeric,Lentils Stir fry lentils noodles carrot peas spinach butter salt turmeric
2764,Paneer Pasta bowl,Indian,Veg,paneer soup capsicum peas carrot olive oil turmeric chili,Paneer Pasta bowl paneer soup capsicum peas carrot olive oil turmeric chili
2765,Lentils Soup,Mexican,Veg,lentils salad peas tomato garlic olive oil cumin chili,Lentils Soup lentils salad peas tomato garlic olive oil cumin chili
2766,Fish Soup,Japanese,Non-Veg,fish soup garlic onion tomato pepper chili olive oil,Fish Soup fish soup garlic onion tomato pepper chili olive oil
2767,Egg Noodle bowl,Thai,Non-Veg,egg soup peas tomato ginger coriander olive oil cumin,Egg Noodle bowl egg soup peas tomato ginger coriander olive oil cumin
2768,Potato Biryani,Mexican,Veg,potato rice onion tomato capsicum olive oil cumin salt,Potato Biryani potato rice onion tomato capsicum olive oil cumin salt
2769,Potato Soup,Indian,Veg,potato soup onion spinach capsicum salt coriander cumin,Potato Soup potato soup onion spinach capsicum salt coriander cumin
2770,Chickpeas Stir fry,Chinese,Veg,chickpeas salad spinach onion capsicum soy sauce coriander salt,Chickpeas Stir fry chickpeas salad spinach onion capsicum soy sauce coriander salt
2771,Potato Soup,American,Veg,potato salad capsicum peas tomato butter coriander salt,Potato Soup potato salad capsicum peas tomato butter coriander salt
2772,Prawn Gravy,Mexican,Non-Veg,prawn bread peas tomato ginger pepper olive oil salt,Prawn Gravy prawn bread peas tomato ginger pepper olive oil salt
2773,Mushroom Masala,Indian,Veg,mushroom bread peas garlic capsicum turmeric salt coriander,Mushroom Masala mushroom bread peas garlic capsicum turmeric salt coriander
2774,Lentils Stir fry,American,Veg,lentils salad spinach ginger garlic cumin salt coriander,Lentils Stir fry lentils salad spinach ginger garlic cumin salt coriander
2775,Paneer Noodle bowl,Italian,Veg,paneer rice onion garlic carrot soy sauce pepper butter,Paneer Noodle bowl paneer rice onion garlic carrot soy sauce pepper butter
2776,Beans Pasta bowl,Thai,Veg,beans rice spinach peas ginger butter cumin salt,Beans Pasta bowl beans rice spinach peas ginger butter cumin salt
2777,Egg Stir fry,Chinese,Non-Veg,egg bread onion carrot ginger olive oil turmeric butter,Egg Stir fry egg bread onion carrot ginger olive oil turmeric butter
2778,Potato Curry,Mediterranean,Veg,potato salad tomato peas onion turmeric cumin chili,Potato Curry potato salad tomato peas onion turmeric cumin chili
2779,Chickpeas Soup,Mexican,Veg,chickpeas rice peas carrot capsicum soy sauce chili pepper,Chickpeas Soup chickpeas rice peas carrot capsicum soy sauce chili pepper
2780,Beans Gravy,Mexican,Veg,beans noodles spinach garlic tomato soy sauce pepper coriander,Beans Gravy beans noodles spinach garlic tomato soy sauce pepper coriander
2781,Mutton Soup,Italian,Non-Veg,mutton salad spinach ginger carrot turmeric olive oil pepper,Mutton Soup mutton salad spinach ginger carrot turmeric olive oil pepper
2782,Mushroom Fried rice,Italian,Veg,mushroom rice peas onion carrot coriander chili olive oil,Mushroom Fried rice mushroom rice peas onion carrot coriander chili olive oil
2783,Chickpeas Masala,Chinese,Veg,chickpeas salad onion tomato spinach salt coriander olive oil,Chickpeas Masala chickpeas salad onion tomato spinach salt coriander olive oil
2784,Prawn Fried rice,Japanese,Non-Veg,prawn wrap peas capsicum carrot butter soy sauce olive oil,Prawn Fried rice prawn wrap peas capsicum carrot butter soy sauce olive oil
2785,Chickpeas Curry,Mexican,Veg,chickpeas soup ginger spinach onion soy sauce olive oil chili,Chickpeas Curry chickpeas soup ginger spinach onion soy sauce olive oil chili
2786,Beans Biryani,Thai,Veg,beans noodles ginger tomato capsicum coriander chili pepper,Beans Biryani beans noodles ginger tomato capsicum coriander chili pepper
2787,Fish Gravy,Mediterranean,Non-Veg,fish wrap carrot capsicum onion olive oil salt soy sauce,Fish Gravy fish wrap carrot capsicum onion olive oil salt soy sauce
2788,Prawn Curry,Italian,Non-Veg,prawn soup capsicum onion tomato olive oil pepper butter,Prawn Curry prawn soup capsicum onion tomato olive oil pepper butter
2789,Potato Noodle bowl,Mexican,Veg,potato wrap peas tomato onion butter turmeric coriander,Potato Noodle bowl potato wrap peas tomato onion butter turmeric coriander
2790,Prawn Masala,Chinese,Non-Veg,prawn soup carrot ginger tomato turmeric coriander salt,Prawn Masala prawn soup carrot ginger tomato turmeric coriander salt
2791,Mushroom Gravy,Mexican,Veg,mushroom salad tomato ginger capsicum soy sauce chili salt,Mushroom Gravy mushroom salad tomato ginger capsicum soy sauce chili salt
2792,Prawn Biryani,Chinese,Non-Veg,prawn rice carrot spinach ginger pepper butter turmeric,Prawn Biryani prawn rice carrot spinach ginger pepper butter turmeric
2793,Fish Fried rice,Japanese,Non-Veg,fish salad garlic carrot ginger salt cumin soy sauce,Fish Fried rice fish salad garlic carrot ginger salt cumin soy sauce
2794,Chickpeas Stir fry,Mediterranean,Veg,chickpeas rice spinach peas capsicum cumin coriander butter,Chickpeas Stir fry chickpeas rice spinach peas capsicum cumin coriander butter
2795,Potato Soup,Thai,Veg,potato soup spinach onion tomato olive oil salt soy sauce,Potato Soup potato soup spinach onion tomato olive oil salt soy sauce
2796,Mutton Masala,Mediterranean,Non-Veg,mutton rice capsicum spinach ginger coriander chili turmeric,Mutton Masala mutton rice capsicum spinach ginger coriander chili turmeric
2797,Egg Curry,Italian,Non-Veg,egg bread onion carrot spinach olive oil coriander chili,Egg Curry egg bread onion carrot spinach olive oil coriander chili
2798,Fish Masala,Italian,Non-Veg,fish wrap spinach carrot ginger butter cumin pepper,Fish Masala fish wrap spinach carrot ginger butter cumin pepper
2799,Chicken Masala,Indian,Non-Veg,chicken noodles spinach onion ginger cumin coriander olive oil,Chicken Masala chicken noodles spinach onion ginger cumin coriander olive oil
2800,Chicken Pasta bowl,American,Non-Veg,chicken rice garlic carrot tomato chili salt olive oil,Chicken Pasta bowl chicken rice garlic carrot tomato chili salt olive oil
2801,Beans Noodle bowl,Chinese,Veg,beans bread spinach onion peas butter cumin chili,Beans Noodle bowl beans bread spinach onion peas butter cumin chili
2802,Tofu Pasta bowl,Mediterranean,Veg,tofu salad garlic tomato peas butter salt coriander,Tofu Pasta bowl tofu salad garlic tomato peas butter salt coriander
2803,Mushroom Noodle bowl,Mexican,Veg,mushroom bread carrot peas tomato chili turmeric olive oil,Mushroom Noodle bowl mushroom bread carrot peas tomato chili turmeric olive oil
2804,Chicken Fried rice,Japanese,Non-Veg,chicken bread capsicum ginger peas coriander butter salt,Chicken Fried rice chicken bread capsicum ginger peas coriander butter salt
2805,Tofu Biryani,American,Veg,tofu soup spinach tomato capsicum turmeric cumin coriander,Tofu Biryani tofu soup spinach tomato capsicum turmeric cumin coriander
2806,Chicken Gravy,Japanese,Non-Veg,chicken bread ginger peas onion soy sauce turmeric butter,Chicken Gravy chicken bread ginger peas onion soy sauce turmeric butter
2807,Egg Masala,Indian,Non-Veg,egg bread garlic spinach peas butter coriander turmeric,Egg Masala egg bread garlic spinach peas butter coriander turmeric
2808,Beans Noodle bowl,Mexican,Veg,beans bread ginger spinach capsicum olive oil turmeric pepper,Beans Noodle bowl beans bread ginger spinach capsicum olive oil turmeric pepper
2809,Lentils Curry,Chinese,Veg,lentils rice onion spinach capsicum butter olive oil turmeric,Lentils Curry lentils rice onion spinach capsicum butter olive oil turmeric
2810,Prawn Masala,Mediterranean,Non-Veg,prawn bread carrot peas tomato turmeric salt coriander,Prawn Masala prawn bread carrot peas tomato turmeric salt coriander
2811,Prawn Gravy,Japanese,Non-Veg,prawn soup onion capsicum tomato olive oil cumin pepper,Prawn Gravy prawn soup onion capsicum tomato olive oil cumin pepper
2812,Fish Pasta bowl,Indian,Non-Veg,fish pasta ginger peas onion olive oil turmeric soy sauce,Fish Pasta bowl fish pasta ginger peas onion olive oil turmeric soy sauce
2813,Tofu Stir fry,Italian,Veg,tofu wrap spinach carrot peas salt coriander cumin,Tofu Stir fry tofu wrap spinach carrot peas salt coriander cumin
2814,Mutton Noodle bowl,Mediterranean,Non-Veg,mutton noodles capsicum ginger tomato pepper olive oil chili,Mutton Noodle bowl mutton noodles capsicum ginger tomato pepper olive oil chili
2815,Egg Gravy,Thai,Non-Veg,egg bread tomato onion ginger chili olive oil turmeric,Egg Gravy egg bread tomato onion ginger chili olive oil turmeric
2816,Egg Pasta bowl,Japanese,Non-Veg,egg noodles spinach peas carrot cumin coriander olive oil,Egg Pasta bowl egg noodles spinach peas carrot cumin coriander olive oil
2817,Paneer Noodle bowl,Chinese,Veg,paneer salad onion peas capsicum salt soy sauce cumin,Paneer Noodle bowl paneer salad onion peas capsicum salt soy sauce cumin
2818,Fish Soup,Italian,Non-Veg,fish bread carrot capsicum ginger turmeric olive oil coriander,Fish Soup fish bread carrot capsicum ginger turmeric olive oil coriander
2819,Mushroom Pasta bowl,Mexican,Veg,mushroom pasta tomato onion garlic cumin butter salt,Mushroom Pasta bowl mushroom pasta tomato onion garlic cumin butter salt
2820,Egg Biryani,Japanese,Non-Veg,egg bread capsicum tomato garlic chili pepper butter,Egg Biryani egg bread capsicum tomato garlic chili pepper butter
2821,Potato Masala,American,Veg,potato wrap peas spinach tomato soy sauce salt pepper,Potato Masala potato wrap peas spinach tomato soy sauce salt pepper
2822,Potato Masala,Chinese,Veg,potato pasta garlic tomato peas soy sauce butter turmeric,Potato Masala potato pasta garlic tomato peas soy sauce butter turmeric
2823,Lentils Stir fry,Japanese,Veg,lentils soup ginger spinach onion pepper butter soy sauce,Lentils Stir fry lentils soup ginger spinach onion pepper butter soy sauce
2824,Prawn Gravy,Mexican,Non-Veg,prawn noodles tomato ginger onion olive oil chili pepper,Prawn Gravy prawn noodles tomato ginger onion olive oil chili pepper
2825,Potato Masala,Mediterranean,Veg,potato bread capsicum peas carrot turmeric salt chili,Potato Masala potato bread capsicum peas carrot turmeric salt chili
2826,Chickpeas Gravy,American,Veg,chickpeas noodles onion carrot tomato coriander soy sauce pepper,Chickpeas Gravy chickpeas noodles onion carrot tomato coriander soy sauce pepper
2827,Chicken Soup,American,Non-Veg,chicken wrap garlic tomato onion cumin soy sauce salt,Chicken Soup chicken wrap garlic tomato onion cumin soy sauce salt
2828,Lentils Noodle bowl,Chinese,Veg,lentils bread onion capsicum peas turmeric cumin soy sauce,Lentils Noodle bowl lentils bread onion capsicum peas turmeric cumin soy sauce
2829,Prawn Pasta bowl,Indian,Non-Veg,prawn pasta ginger tomato peas butter coriander soy sauce,Prawn Pasta bowl prawn pasta ginger tomato peas butter coriander soy sauce
2830,Mutton Pasta bowl,Italian,Non-Veg,mutton wrap carrot ginger peas butter cumin pepper,Mutton Pasta bowl mutton wrap carrot ginger peas butter cumin pepper
2831,Lentils Noodle bowl,Thai,Veg,lentils soup capsicum garlic peas salt butter cumin,Lentils Noodle bowl lentils soup capsicum garlic peas salt butter cumin
2832,Paneer Biryani,Indian,Veg,paneer rice ginger garlic peas pepper coriander soy sauce,Paneer Biryani paneer rice ginger garlic peas pepper coriander soy sauce
2833,Chicken Stir fry,Italian,Non-Veg,chicken pasta onion tomato ginger cumin pepper butter,Chicken Stir fry chicken pasta onion tomato ginger cumin pepper butter
2834,Lentils Soup,Indian,Veg,lentils salad tomato spinach onion pepper butter cumin,Lentils Soup lentils salad tomato spinach onion pepper butter cumin
2835,Egg Soup,Indian,Non-Veg,egg soup tomato carrot garlic soy sauce turmeric cumin,Egg Soup egg soup tomato carrot garlic soy sauce turmeric cumin
2836,Tofu Noodle bowl,American,Veg,tofu wrap onion garlic ginger chili olive oil soy sauce,Tofu Noodle bowl tofu wrap onion garlic ginger chili olive oil soy sauce
2837,Mushroom Gravy,Italian,Veg,mushroom rice capsicum ginger spinach soy sauce chili olive oil,Mushroom Gravy mushroom rice capsicum ginger spinach soy sauce chili olive oil
2838,Fish Stir fry,Chinese,Non-Veg,fish bread capsicum tomato onion soy sauce coriander butter,Fish Stir fry fish bread capsicum tomato onion soy sauce coriander butter
2839,Tofu Masala,Japanese,Veg,tofu rice garlic tomato spinach chili soy sauce butter,Tofu Masala tofu rice garlic tomato spinach chili soy sauce butter
2840,Mushroom Noodle bowl,Mexican,Veg,mushroom bread spinach onion peas pepper olive oil butter,Mushroom Noodle bowl mushroom bread spinach onion peas pepper olive oil butter
2841,Mushroom Curry,American,Veg,mushroom soup carrot onion spinach coriander salt turmeric,Mushroom Curry mushroom soup carrot onion spinach coriander salt turmeric
2842,Fish Noodle bowl,Indian,Non-Veg,fish wrap peas tomato spinach coriander turmeric pepper,Fish Noodle bowl fish wrap peas tomato spinach coriander turmeric pepper
2843,Egg Fried rice,Mediterranean,Non-Veg,egg noodles tomato capsicum onion coriander olive oil salt,Egg Fried rice egg noodles tomato capsicum onion coriander olive oil salt
2844,Beans Gravy,Italian,Veg,beans soup spinach ginger peas coriander olive oil pepper,Beans Gravy beans soup spinach ginger peas coriander olive oil pepper
2845,Potato Biryani,Thai,Veg,potato noodles spinach garlic capsicum salt pepper cumin,Potato Biryani potato noodles spinach garlic capsicum salt pepper cumin
2846,Fish Curry,Mexican,Non-Veg,fish soup carrot ginger onion cumin salt coriander,Fish Curry fish soup carrot ginger onion cumin salt coriander
2847,Paneer Noodle bowl,Japanese,Veg,paneer soup carrot peas onion coriander butter turmeric,Paneer Noodle bowl paneer soup carrot peas onion coriander butter turmeric
2848,Egg Stir fry,Mexican,Non-Veg,egg wrap capsicum ginger garlic cumin salt butter,Egg Stir fry egg wrap capsicum ginger garlic cumin salt butter
2849,Egg Soup,Thai,Non-Veg,egg soup capsicum ginger tomato butter soy sauce chili,Egg Soup egg soup capsicum ginger tomato butter soy sauce chili
2850,Egg Noodle bowl,Thai,Non-Veg,egg bread garlic tomato ginger coriander cumin chili,Egg Noodle bowl egg bread garlic tomato ginger coriander cumin chili
2851,Paneer Gravy,Italian,Veg,paneer soup ginger carrot onion coriander soy sauce olive oil,Paneer Gravy paneer soup ginger carrot onion coriander soy sauce olive oil
